01012017 20:54:00;815707677573713920;cicerarocha;sicilia, italia;pt;RT @turquim5: Petrobras...Interesses Ocultos da Lava Jato!!! Assista: https://t.co/kmi3Ovia8F CTL @zcarlosf https://t.co/HWxh7KtRZg
01012017 20:53:57;815707666874073088;adsrocha6;;pt;Petrobras TST nega urgência em mediação de acordo coletivo https://t.co/MXiHT4Yx8N via @EXAME.com – Negócios, economia,tecnologia e carreira
01012017 20:53:42;815707603296731136;rafaelcaptiosus;Brasil;pt;@stanleyburburin tadinho gente... Golpista,tem o processinho do porto de Santos,tirou direitos, vende a Petrobras e se acha perseguido? FDP!
